Kiswahili,Kikuyu
naye akaona kisima .,akĩona gĩthima .
na aliishi kuwinda ,na aatũũraga agwĩmaga 
Abrahamu akakubali ,Aburahamu agĩĩtĩkĩra 
kule hakukua nyewele,kũrĩa gũtaarĩ guoya
nchi hii uliyolala .,bũrũri ũyũ ũkomeete .
Bustanini katikati ,Mũgũnda gatagatĩ 
Laana inipate mimi .,kĩrumi kĩĩnyiite niĩ .
watu wa Yerusalemu .,andu a jerusalemu .
akainama kwa heshima,akĩinamĩrĩra na thiithi
Asiye kitu hana roho,Utari kindu  ndari ngoro
mfanane kama Mungu .,mũhaane ta Ngai .
tuliona nyota yake .,twonire njata yake .
akupe wazawa wengi ,akũhe njiarwa nyingĩ 
wataalamu wa nyota .,Uũgĩ wa njata .
yule umpendaye sana,ũrĩa wendeete mũno 
Kiongozi wa kabila ,Mũtongoria wa mũhĩrĩga 
Mmoja wao akamwambia,Umwe wao akĩmwĩra
na akawa mke wangu .,na nĩagĩtuĩkire mũtumia wakwa .
 Ataitwa Mnazarethi , Ageetagwo Munazarini 
“ MIMI NDIMI NILIYE ,“ NĨ NIĨ ŨRĨA WE ”
Mzee huyo ni nabii ,Mũthuuri ũcio nĩ mũnabii 
Unaona kijiji kile ?,Nĩũkuona gatũũra kaarĩa ?
Wakati ule mtahama ,Hĩndĩ ĩrĩa mwathaama 
Wafilisti wakamwonea,Afilisiti nĩmaamũiguĩrĩire
 Amkeni  msiogpe  ., Ukirai  Mutigetigire  .
Mungu wa Waebrania ,Ngai wa Ahibirania 
Uzee ni kama ulemavu,Ukuru ni ta wonje
Nchi yote ya Kanaani,Bũrũri wothe wa Kanaani
au mkwaju mwingine .,kana mutirima ungi .
msije mkaangamia . ”,nĩguo mũtikaaniinwo . ”
naye akapata mimba .,naake akĩgĩa nda .
akaushikia akinywa .,akĩmũnyiitĩra akĩnyua .
Isaka alimpenda Esau,Isaaka nĩendeete Esau
safi na wasio safi ,mũgiro na itarĩ mũgiro 
nambari zaishia hapa,numbers ends here
na anateseka sana . ,na ni iranyamarika muno . 
ili tujipatie jina ,nĩ geetha tũgĩe igweta 
Ada alimzaa Yabali .,Ada aciarire Jabali .
alipoenda hakurudi ,Rĩathiĩ rĩtiacookire 
alitawala Babuloni ,aathanaga Babiloni 
akakae huko kwa muda,agaikare kuo kwa ihinda
Nao wakaweza kuona .,Nao makihota kuona .
Kuku atawika kesho .,Nguku ni ikakuga rucio .
Nitawaambieni kuwa ,Ngumwira  atiri 
Mungu akamwambia Noa,Ngai akĩĩra Noa
na ukae chini haraka,na uikare thi na ihenya
Walipoingia  Misri ,Matoonya Misiri 
nayo itaruke zaidi .,nayo itaruke makiria .
Mbwa aliua sungura .,Ngui yuragire mbuku .
Mchukue uende zako !,muoe uume gũũkũ !
 Endelea kunifuata , Thii na mbere kunumiriria 
' Amka ujipeleke ' ?,'Ukira witware ' ?
Kuku ametaga mayai .,Nguku ni irekirie itumbi .
kama nchi ya Misri .,kana ta bũrũri wa Misiri .
Paka hunywa maziwa .,Nyau anyuaga iria .
ambayo we ulimwaga .,ĩrĩa wee ũitire .
 Ikiwa utatufukuza ,Angikoruo ni ugutuingata 
umenifukuza kutoka .,Nĩwanyingata kuuma .
kukawa na mafuriko ,gukigia muiyuro 
atarushwa Jehanamu .,ni agaikio Jehanamu .
Nilipanda mti jana .,Ndirahandire muti ira .
Abramu alioa Sarai ,Aburamu aahikirie Sarai 
ilipotokea duniani .,wokire thĩ .
akauliza wa kwanza ,akiuria wa mbere 
na hata jamaa yako ,o na andũ aanyu
Nipe glasi ya maji ?,He ngirathi ya mai ?
naye akapata mimba ,naake akĩgĩa nda 
Sarai alikuwa tasa ,Sarai aarĩ thaata 
wakishona neti zao ,magituma neti ciao 
gĩtuambainĩ gĩa Shave,katika bonde la Shawe
Harufu ya mwana wangu,Mũnungo wa mũrũ wakwa
Rebeka alikuwa tasa ,Rebeka aarĩ thaata
Musa anaitwa na Mungu,Musa gwĩtwo nĩ Ngai
Tena wakati mnaomba ,Ningi riria mukuhoya
gĩcooka akĩmũraathima,kisha akambariki
walikua kumi na nne ,ciari ikumi na inya 
Naye akawajibu hivi ,Nake akimacokeria uu 
Ponyeni wale wagonjwa,Honagiai  aria arwaru .
Nitakuwa Mungu wako ,Nĩngũtuĩka Ngai waku 
Mtumishi akamuuliza ,Ndungata ĩkĩmũũria 
Hautakuwa  na makao ,Ndũkaagĩa na ũikaro 
Utajiri hauharakishwi,Utonga nduhanyukagirwo
usikatae kumkopesha .,ndukarege kumukombera .
mimi Mwenyezi-Mungu ,niĩ MWATHANI 
Kanaani na alaaniwe !,Kanaani aronyiitwo nĩ kĩrumi !
Kuteleza hauna shujaa,Utenderu nduri njamba
Mwizi aliuliwa jana .,Muici aroragirwo ira .
Ulimpa ng`ombe maji ?,Ni uheire ng'ombe mai ?
nawe utamwita Isaka .,na ũgaamutua Isaaka .
Baba aweza kunipapasa,Baaba ahota kũũhuutia
Mungu akawajalia mema,Ngai nĩameekire wega
wakaitanda mabegani ,makĩmĩigĩrĩra ciande 
tusirudi kufanya kazi,tũtigaacooke kũruta wĩra
Ndiye huyu mke wako ,Ĩ ũyũ mũtumia waku 
na aliishi nyumbani .,na aatũũraga mũciĩ .
Zika mke wako huko . ,Thika mũtumia waku kuo . ”
Naye Loti akatoka nje,Naake Loti agĩkiuma nja
Esau anauza haki yake,Esau kwendia ũrigithaathi wake
Chagua kufa na kupona,Thurania gukua na kuhona
utaishi hadi uzeeni ,ũgũtũũra nginya ũkũrũinĩ 
Mbuzi wako shambani .,Mburi ci mugunda-ini .
Paka wamekaa jikoni .,Nyau  iikarite riko .
na akampa jina Yesu .,na akimuhe riitwa Jesu .
Noa akanyosha mkono ,Noa agĩtambũrũkia guoko 
Yesu akawajibu hivi ,Jesu akimacokeria uu 
zawadi za kila aina ,iheeo cia mĩthemba yothe 
na unakwenda wapi ? ”,na wathiĩ kũ ? ”
Wema huanzia nyumbani,Wega umaga mucii
na moja yazo apotee ,na imwe yacio yure-ri 
anayehitaji haaimbiki,Ubataire ndaconokaga
Abramu anamwokoa Loti,Aburamu kũhonokia Loti
Akajizungumzia moyoni,Akĩĩĩra na ngoro
iwe ni njiwa au hua .,ikorwo nĩ ndutuura kana ndirahũgĩ .
Kisha atautia ubani ,Acooke aũitĩrĩrie ũbaani 
Yule atakayeniambia ,Ũrĩa ũrĩnjĩĩra 
Abrahamu na Abimeleki,Aburahamu na Abimeleki
nzuri na yenye rotuba,mwega na mũnoru 
anapunja mali yake . ,arananga indo ciake . 
Ujuzi umeshinda nguvu,Ugi ukirite hinya
Sara alicheka akasema,Sara nĩethekereire akiuga
Mtu ambaye atanirithi,Mũndũ ũrĩa ũkaangaya
Nitakupa wazawa wengi,Nĩngaakũhe njiarwa nyingĩ
akamwambia  Mwanangu,akĩmwĩra  Mũũriũ
Vile alienda Filipi ,Riria aathiire Filipi 
talipizwa mara saba .,ũkaarĩhĩrio maita mũgwanja .
ndugu yake Abrahamu ,mũrũ wa nyina na Aburahamu 
na Sarai mkewe Abramu,na Sarai mũtumia wa Aburamu
na kukatulia kabisa .,na gukihoorera biu .
jina lako liabudiwe .,riitwa riaku ni ritherio .
uende nchi ya Moria ,ũthiĩ bũrũri wa Moria 
akizibeba kwa punda ,agĩcikuuithia ndigiri 
jina lako litukuzwe .,riitwa riaku ni ritherio .
Mungu ambaye anaona .,Ngai ũrĩa wonaga .
Kimbilieni milimani ,ũraai mũthiĩ irĩmainĩ 
Pithomu na Ramesesi .,Pithomu na Ramesese .
Ule ni mji mdogo tu ,No gatũũra o kaniini 
akaona i nzuri sana .,akiona i njega muno .
lakini si dada yangu ,no ti mwarĩ wa maitũ 
wakashika kwa pamoja ,makĩmĩnyiitanĩra 
aliishi kumcha Mungu .,aatũũrire thiritũ na Ngai .
Ahira mwana wa Enani .,Ahira mũrũ wa Enani .
au  tutajivika nini ?,kana  tukwihumba kii ?
risto atazaliwa wapi ?,Mesia agaaciarĩrwo kũ ?
na waalimu wa sheria ,na arutani a Watho 
Yesu akawaambia hivi ,Jesu akimeera uu 
watu wote akawaambia ,andũ oothe akĩmeera 
na kizazi kile chote .,na rũciaro rũu ruothe .
Ndiye huyu mimi hapa .,Ĩ niĩ ũyũ haaha .
pamoja na ndugu zake ,hamwe na aariũ a ithe 
Jioni nitakula chapati,Hwai-ini nguria cabaci
wale wanaowanyanyasa .,arĩa mamahinyagĩrĩria .
“Mimi nilala naye jana,“ Niĩ nĩndĩrakomire naake hwaĩ
Kisha atautia mafuta ,Acooke aũitĩrĩrie maguta 
ili wapate ushuhuda . ,niguo magie na uira . 
ndio watu wa Israeli ,nĩcio andũ a Isiraeli 
Mji huo ukaitwa Babeli,Itũũra rĩu rĩetirwo Babiloni
alimkumbuka Abrahamu ,nĩaririkanire Aburahamu 
wakikulaani ntawallani,makũruma ngamaruma
Na usitutie majaribuni,Na ndugatuingirie magerio-ini
Yesu akamwambia hivi ,Jesu akimwira uu 
Mpe pahali pa Kuketi ?,Muhe handu ha guikara ?
Uovu wa watu wa Sodoma,Meehia ma andũ a Sodomu
wakawatoa nje ya mji .,makĩmoimia nja ya itũũra .
tokea mto ule mkubwa .,kuuma ruui ruria runene .
Abimeleki akamwuliza ,Abimeleki akĩmũũria 
Ufalmeni wa mbinguni ,Uthamaki-ini wa iguru 
Hakuna sadaka yoyote ,Gũtirĩ igongoona o na rĩrĩkũ 
 Mna mikate mingapi ? , Muri na migate iigana ? 
akapanga kuni vizuri ,akĩbanga ngũ wega 
Lakini usipomrudisha ,No waga kũmũcookia 
maana ni wageni kwangu,amu nĩ ageni gwakwa
au  tutakunywa nini ?,kana tukunyua kii ?
huyo mwanao wa pekee ,ũcio  mũũrũguo wa mũũmwe 
Ng`ombe hukaa zizini .,Ng'ombe ciikaraga kiugu .
Paka huishi nyumbani .,Nyau cikaraga mucii .
Lakini kabla ya kulala,No mataanakoma 
na binti zake wawili ,na aarĩ aake eerĩ 
Akawaambia watumishi ,Agĩkĩĩra ndungata 
Mpe pahali pa kuketi ?,Muhe handu ha guikara ?
Rudi kwake  na umtii .,Cooka kũrĩ we na ũmwathĩkagĩre .
 Kuwa mfuasi wangu . ',Tuika murumiriri wakwa . '
na mimi nimemkubali . ,na nii ndimwitikirite . 
akamtoa nje akamwambia,akĩmuumia nja akĩmwĩra
Sina nguvu ya kulima ,Ndiri na hinya wa kurima 
lako kuhusu Ishameli .,rĩaku rĩkoniĩ Ishumaeli .
Baada ya siku arubaini,Thuutha wa mĩthenya mĩrongo ĩna
akaogopa kuenda huko .,agitigira guthii kuo .
maji ya kunawa miguu .,maaĩ ma gwĩthamba magũrũ .
Yesu akawauliza hivi ,Jesu akimoria uu 
na uandike hamsini . ',na wandike  mirongo itano . '
Viumbe wote hai wakafa,Ciũmbe ciothe i muoyo igĩkua
Ni jambo lipi rahisi ,Ni undu uriku muhuthu 
Bwana wangu  kunywa .,Mũthuuri ũyũ  nyua .
Lakini Yesu akamjibu ,No Jesu akimucokeria 
ya baridi na ya joto ,rĩa heho na rĩa ũrugarĩ 
Naye Yesu akawaambia ,Nake Jesu akimeera 
Asiye haitwi mkutanoni,Utari ndetagwo ndundu
yule nimpendaye sana ,uria nyendete muno 
Ng`ombe hutoa maziwa .,Ng'ombe ciumaga iria .
Uzee wa tajiri hauniki,Uthuuri wa gitonga ndunungaga
nikiwa hapa kisimani ,ndĩ haaha gĩthimainĩ
Yesu akawaambia hivi ,Jesu akimeera uu 
Hutaitwa tena Abramu ,Ndũgũcooka gwĩtwo Aburamu 
 Huyu ni mwana wangu ,Uyu ni Muru wakwa 
 Ee Mwenyezi-Mungu . , Ii  Mwathani . 
kiapo hiki hakitafunga,mwĩhĩtwa ũyũ ndũgaakũrĩa
na Andrea ndugu yake ,na Andrea muru wa nyina 
Wema na wema haupatani,Wega na wega iticemanagia
Kwa nini umekasirika ?,Ũraakarĩĩtio nĩ kĩĩ ?
Ni uongo  hamtakufa .,Nĩ maheeni  mũtingĩkua .
Ajipatiyae hahisi njaa,Wiigiire ndahutaga
na utakufa kwa amani ,na ũgaakua na thaayũ 
wacheni amani yenu iwe,rekei thayu wanyu ugie
Yule aliyeonja chakula,Uria ucamite irio
Kaini alikua mkulima .,Kaini agĩtuĩka mũrĩmi .
akifunza sinagogi zao ,akirutanaga thunagogi-ini ciao 
Sadaka za kuteketezwa .,Magongoona ma gũcinwo .
Kesho nitakula mchele .,Ruciu ngaria mucere .
wale waliokua na pepo ,aria maari na ndaimono 
akaenda nchi ya Misri .,agĩthiĩ bũrũri wa Misiri .
Nyama ina utamu samma .,Nyama i cama muno .
na mwenye sadaka hiyo .,nĩ mwene igongoona rĩu .
ili watukuzwe na watu .,niguo magoocagwo ni andu .
Paka alikunywa maziwa .,Nyau inyuire iria .
Wakati  wametoka nje ,Indi  moima nja 
siku za mfalme Herode .,matukuini ma muthamaki Herode .
Ngojeni hapa na punda ,Ikaragaai haaha na ndigiri 
kisha tutawarudiani . ”,tũcooke tũũke . ”
wafike pahali tambarare,maakinyire kũndũ kwaraganu
nao wakagawia kikundi .,nao makigaira kirindi .
‘ Jina lake ni nani ? ’,‘ Rĩĩtwa rĩake nĩ rĩrĩkũ ? ’
Isaka akamwita Yakobo ,Isaaka agĩgĩĩta Jakubu 
naye akageuzwa nguzo ya,naake agĩtuuo gĩtugĩ gĩa
hubirini mkisema hivi ,hunjiai mukiugaga uu 
na akamtajirisha sana .,na akamũtongia mũno .
Wakati alisikia hivyo ,Riria aaiguire uguo 
wale waliokua na kifafa,aria maari na kibaba
Naye Mungu akamwambia ,Naake Ngai akĩmũcookeria 
Kama si maji angekupa .,Angikoruo ti mai ni angikuire .
na lazima niwalinde . ”,na no mũhaka ndĩmagitĩre . ”
mkipeana zawadi wacheni,mukiheana iheo tigai
akawapatia majani yao ,agĩcihe irio ciacio 
chini ya mamlaka yako ,na nĩ we ũmĩathaga 
mlale na kunawa miguu ,mũraarĩrĩre na mwĩthambe magũrũ 
chukua podo na upinde ,woe ũta na mĩguĩ 
' nitafanya nini sasa ?,' ngwika atia riu ?
na Fikoli mkuu wa jeshi,na Fikoli mũnene wa thigari
' Mimi siwajui nyinyi !,' Nii ndimuui inyui !
Siri ya urogi ni siri .,Thiri wa urogi ni thiri .
yule aliyeitwa Kristo .,uria witagwo Kristo .
na mtu yeyote hubisha ,na mundu o wothe uringaringaga 
Fanya kama ulivyosema .,Ika ũguo woiga .
Mwenyezi-Mungu nisamehe,MWATHANI njohera
Mungu anamwita Abramu .,Ngai gwĩta Aburamu .
siku za mfalme Herode ,matuku-ini ma muthamaki Herode 
Tena  kulinenwa hivi ,Ningi ni kweriruo uu 
walikua ndani ya mashua,mari thiini wa gataru
na watamwita Imanueli ,na ni makaamwita Imanueli 
yule akuombaye kitu mpe,uria urakuhoya kindu muhe
nilimwambia Sara kuwa ,ndeerire Sara atĩrĩ
Jisaidie ili nikusaidie,Witeithie niguo nguteithie
Naye Yesu akamwammbia ,Nake Jesu akimwira 
watu wangu wa Israeli .,andu akwa Isaraeli .
Abeli alikuwa mfugaji ,Habili aatuĩkire mũrĩithi 
Wakati mmoja Ishmaeli ,Hĩndĩ ĩmwe Ishumaeli 
Sarai akamwambia Abramu,Sarai agĩkĩĩra Aburamu
kuliko watu wa mwanga .,gukira andu a utheri .
Usiape na kichwa lako ,Ndukanehite na mutwe waku 
Isaka anambariki Yakobo,Isaaka kũraathima Jakubu
Yudithi bintiye Beeri ,Judithi mwarĩ wa Beeri 
lakini chumvi ikipoteza,no cumbi ungite 
Kuku huwika kila siku .,Nguku ikugaga o muthenya .
Abramu akalala Hagari ,Aburamu agĩkoma na Hagari 
Naye akawacha kumzuia .,Nake agitiga kumugiria .
wakaenda kinyumenyume ,magĩgĩthiĩ na kĩhutaatĩ 
Taa ya mwili ni jicho .,Tawa wa mwiri ni riitho .
nayo mbingu ikafunguka ,nario iguru rikihinguka 
NImejua vile nitafanya ,Ni ndamenya uria ngwika 
wakitupa jarife ziwani ,magiikia neti iria-ini 
maana ni binti ya baba ,amu nĩ mwarĩ wa baaba 
na wakamwacha baba yao ,na magitiga ithe wao 
Abrahamu kufa na kuzikwa,Aburahamu gũkua na gũthikwo
na wakati huo huo akampa,na hĩndĩ o ro ĩyo akĩmũhe
Baada ya Abrahamu kufa ,Thuutha wa Aburahamu gũkua 
Rebeka akatwaa shela  a,Rebeka agĩkĩoya gĩtambaya 
Ni Mimi Mwenyezi-Mungu ,Nĩ niĩ MWATHANI 
ndiyo mtahukumiwa nayo ,nirio mugaatuiruo nario 
 Hivi mnafikiria vipi ? , Hihi mugwiciria atia ? 
Kila siku paka hucheza .,O muthenya nyau ni ithakaga .
Yesu akamchukua Petero ,Jesu akioya Petero 
Mungu amenipatia kicheko,Ngai nĩatũmĩĩte theke
Mose akaufunika uso wake,Musa agĩkĩĩhumbĩra ũthiũ wake
ishi popote upendapo . ”,ikara o harĩa ũkwenda . ”
Yokshani alikuwa baba ya,Jokishani aarĩ ithe wa
Agano la Mungu na Abramu,Kĩrĩĩkanĩro kĩa Ngai na Aburamu
Wakati mtajifunga kula ,Riria mukwihinga kuria-ri 
ni mahali patakatifu . ”,nĩ handũ hatheru . ”
“ Nitakuwa pamoja nawe ,“ Nĩngũkorwo hamwe nawe 
Na mji wowote mtaingia .,Na tauni o yothe muritonya .
Abrahamu akamwiita Isaka,Aburahamu nĩagatuire Isaaka
Wakati aliona makutano ,Riria onire kirindi 
na mashida yenu mgongoni,na mathîna maitû ng’ong’o
na huko nitasalimika . ”,na kũu nĩngũhonokera . ”
 Yusufu mwana wa Daudi ,Jusufu muru wa Daudi 
Mbwa aliwakimbiza wezi .,Ngui iteng'eririe aici .
Siku moja Yakobo alikuwa,Mũthenya ũmwe Jakubu
huwezi kuwa na haja tena,ndungikoruo na bata ringi
na siijui lini ntakufa .,na ndiũĩ rĩrĩa ingĩkua .
Yesu alipokuwa akienda ,Jesu aathiaga 
Wakati Noa alipolevuka ,Hindi Noa aarĩũkirwo 
wakipika chakula chao  ,marugite irio ciao 
wakaenda kumwona Isaka .,magĩthiĩ kuona Isaaka .
tuko karibu kuangamia ! ,turi hakuhi guthira ! 
na tumekuja kumwabudu . ,na tuoka kumuinamirira . 
Lakini yeye akawauliza ,No we akimoria 
Abimeleki alitoka Gerari,Abimeleki nĩoimire Gerari
katika bonde la Sidimu ,gĩtuambainĩ kĩa Sidimu 
 Mnaogopa hivyo kwa nini, Muretigira uguo niki 
Eliabu mwana wa Heloni ,Eliabu mũrũ wa Heloni 
Halafu akachukua siagi ,Agĩcooka akĩoya ngorono 
walivifukia visima vyote,Nĩmaagĩthikire ithima ciothe
Na walikuwa wakali mno ,Na maari oru muno 
Ukiona nyoka amenyamza ,Ungiona nyoka ikirite 
Mbwa hubweka kila siku .,Ngui ikugaga o muthenya .
naye akasimama hapo tu .,naake arũũgamĩĩte o hau .
Abramu aliishi Kanaani ,Aburamu aatũũrire Kanaani 
Kumbe huyo ni mke wako ?,Tuuge nĩ mũtumia waku ?
' wewe mpumbavu huyu ! ',' Wee kirimu giki ! '
Paka alimkimbiza panya .,Nyau iteng'eririe mbia .
nawe utammpa jina Yesu ,nawe ni ukaamuhe riitwa Jesu
ya kiangazi na ya masika,ĩa riũa na rĩa gathaano
kwa maana watashibishwa ,ni gukoruo ni makaahunio . 
Mungu wa mbingu na dunia,Ngai wa igũrũ na thĩ
wachumba wa binti zako ,athoni aaku 
kwa maana tuliangamiza .,amu nĩtũkũrĩniina .
Lakini ilipofika jioni ,No gwakinya hwai-ini 
Mtu hashoni nguo usiku .,Mundu ndatumaga nguo utuku .
Mimi huwabatiza kwa maji,Nii ndimubatithagia na mai
kikundi kilipotoka nje ,Kirindi kioima nja 
Macho yenu yatafunguka ,Maitho maanyu nĩmakũhingũka 
Loti akawa anasitasita .,Loti agĩĩka thieya .
na kabla ya kujifungua ,na mbere ya ataanaciara 
Yule asiyejua kunengua ,Uria utoi kuthungutha 
nyinyi wenye imani haba ,inyui muri na witikio munini 
maji yalikuwa yamepungua,maaĩ nĩmaahũĩte
mzaliwa wako wa kwanza ,mũũrũguo wa irigithaathi 
akawacha amefunga mlango,agĩtiga ahinga mũrango
Sungura ni myama mzuri .,Mbuku ni nyamu njega .
ili waonekane na waatu .,niguo monwo ni andu .
Kisha akauliza wa pili ,Agicoka akiuria wa keri
Hivi ndivyo utawaambia ,Ũũ nĩguo ũkaameera 
na walipokuwa shambani ,Na me kũu mũgũnda 
Usioe mwanamke Mkanaani .,Ndũkaanahikie mũirĩĩtu Mũkanaani .
‘ Popote tutakapokwenda ,‘ Kũndũ kũrĩa guothe tũrĩthiaga 
akamwabudu Mwenyezi-Mungu,agĩthaathaĩria MWATHANI
Wageni kutoka mashariki .,Ageni a kuuma mwena wa irathĩro .
mama yao Yakobo na Esau .,nyina wa Jakubu na Esau .
 Mwana wangu  usiogope !, Muru wakwa  ndugetigire !
na viatu vyeusi kama giza,na iratû njiru ta nduma
kwa maana  mkifanya hivyo,tondu mungika uguo gutiri kirathimo mungiona kuuma kuri ithe wanyu wa iguru
Lakini nitawaambia kuwa ,No ngumwira atiri 
aliuona uchi wa baba yake,akĩona njaga ya ithe
lakini Yakobo alikuwa mtu,no Jakubu aarĩ mũndũ
Shemu  Hamu na Yafethi .,Shemu  Hamu  na Jafethi .
Enda umpee ng`ombe maji .,Thii na uhe ng'ombe mai .
ni nyinyi chumvi ya dunia,ni inyui cumbi wa thi
Tafadhali amka ukae chini,Ndagũthaitha ũkĩra ũikare thĩ
Naye akajibu  Nitakwenda,Naake agĩcookia  niguthie
na walikuwa watu sabini .,na maarĩ mĩrongo mũgwanja
ni nyinyi mwanga wa dunia,ni inyui utheri wa thi
Nitakunywa maziwa kesho .,Ninganyua iria rucio .
Basemathi bintiye Eloni .,Basemathi mwarĩ wa Eloni .
Na vile alipanda mashua ,Na riria aahaicire gataru 
ni nini kati yangu nawe ?,nĩ kĩĩ gatagatĩ gaakwa nawe ?
haki hiyo itanifaa nini ?,ũrigithaathi ũcio ũngĩng'una na kĩ ?
mita saba juu ya milima .,mita mũgwanja igũrũ wa irĩma .
wazawa wa Dedani walikuwa,njiarwa cia Dedani ciarĩ
“ Abrahamu  Abrahamu ! ”,“ Aburahamu  Aburahamu ! ”
Na mtume wa Yesu Kristo .,Na mũtũmwo wa Jesũ Kristũ .
Lakini Yesu akamjibu kuwa,No Jesu akimucokeria atiri
Niletee nyama hiyo nile ,Ndeehere nyama icio ndĩe 
wakanywa na kulala huko .,makĩnyua na makĩraara kũu .
kutota kwa jamaa zangu . ,kũrĩ andũ aitũ . ”
aliishi miaka mia mbili .,aikarire mĩaka magana meerĩ .
Ada na Sila  nisikieni !,Ada na Zila  taathikĩrĩriai !
lakini ndege hakuwakata .,no nyoni ndacitinangirie .
naye Nahori alioa Milka ,naake Nahori akĩhikia Milika 
na Yohana ndugu ya Yakobo,na  Johana muru wa nyina na Jakubu
Ni nyinyi nuru wa dunia .,Ni inyui utheri wa thi .
Yuko wapi mke wako Sara ?,E ha Sara mũtumia waku ?
na nimekisikia kilio chao,na ngaigua kĩrĩro kĩao
Usiku huo wakampa divai ,Ũtukũ ũcio makĩmũhe ndibei 
na apate mtoto wa kiume ,na agie mwana wa kahii
Pagieli mwana wa Okrani ,Eliasafu mũrũ wa Deueli 
Pagieli mwana wa Okrani ,Pagieli mũrũ wa Okirani 
Walienda na mama sokoni .,Mathiire na nyina thoko-ini .
lakini Abrahamu akabaki ,no Aburahamu agĩtigwo 
ambayo iliyookwa jikoni ,ĩrĩa ĩthondekeirwo obeniinĩ 
Lakini ikiwa ni wa kike ,no angĩkorwo nĩ kairĩĩtu 
mama alikua mke wa Uria .,nyina aari mutumia wa Uria .
maana nitazungumza tena .,amu nĩngwaria rĩngĩ .
wakati mtajifunnga kula ,Riria mukwihinga kuria-ri 
nayo siyo yenu iwe siyo ,nayo 'Aca' yanyu ituike aca 
liinuka juu na kuwalaki ,agĩũkĩra na igũrũ akĩmathaagana 
Mfalme alimfadhili Abramu,mũthamaki agĩĩka Aburamu wega
ambaye ataniona ataniua .,ũrĩa ũkaanyona nĩakaanjũraga .
mimi Mungu wa babu zenu ,o niĩ Ngai wa maithe maanyu 
Lakini ninawaambia kuwa ,No ngumwira atiri 
naye anayekukopesha fedha,nake uria uragukomba mbeca
alimwambia mke wake Sarai,akĩĩra mũtumia wake Sarai
na manemane kama zawadi .,na manemane iri iheo .
Yule akuombaye kitu mpe ,Uria urakuhoya kindu muhe
mpe hata na ya juu nayo ,munengere ya iguru o nayo 
Dunia na mbingu havijuani,Thi na iguru itimenyanaga
mpe hilo lingine nalo . ',munengere ruu  rungi o naruo . '
Lakini nitawaambia kuwa ,No ngumwira atiri 
Bei haina mama wala mtoto,Thogora nduri nyina kana mwana
alikuwa mtu tajiri sana ,aarĩ mũndũ mũtongu mũno 
enenda naye maili mbili .,thii nake mairo igiri .
kwa ajili ya jina langu .,ni undu wa riitwa riakwa .
Siku sita baada ya hapo ,Thiku ithathatu thutha ucio 
acha nyumba ya baba yako,ũtige mũciĩ wa thooguo 
Baada ya Yesu kubatizwa ,Thutha wa Jesu kubatithio 
iwe yako na wazaaw wako .,ũtuĩke waku na njiarwa ciaku .
Malaika wa Mwenyezi-Mungu,Mũraika wa MWATHANI
nowe warĩ mũthĩnjĩri Ngai,ni yeye alikua kuhani wa Mungu Mkuu
nami nitakuwa Mungu wao .,na nĩngũtuĩka Ngai wao .
Agano ambalo wewe binafsi,Kĩrĩĩkanĩro kĩrĩa wee mwene
wakiziungama dhambi zao .,makiumburaga mehia mao .
kwa maana watafarijiwa . ,ni gukoruo ni makomiririo . 
Rĩrĩa Aburamu aiguire atĩ,Vile Abramu aliposikia habari kwamba
 Mambo haya yote nitakupa,Maundu maya mothe ni ngukuhe
Badala ya kufanya hivyo ,Handũ ha gwĩka ũguo 
watabeba utajiri mwingi .,nĩigaakuua ũtonga mũingĩ .
Yanyosheni mapito yake . ,Rungai barabara ciake . 
Ondoka katika nchi yenu ,Uma bũrũri wanyu 
Ngai Ũrĩa Ũrĩ Igũrũ Mũno ,Mungu Mkuu yule aliye juu sana 
' Shika barua yako ya deni,' Ke marua maku ma thiiri
Wakulima walienda shamba .,Arimi mathire mugunda .
Yesu akamjibu akamwambia ,Jesu akimucokeria akimwira 
chakula hufanya tusikufe .,irio citumaga tutigakue .
Msiape hata kwa mbinguni ,mutikanehite na iguru 
alioa wake wawili Wahiti ,nĩahikirie airĩĩtu eerĩ Ahiti 
Kutoka kwangu mimi Paulo ,Kuuma kũrĩ niĩ Paũlũ 
Abramu na Loti wanatengana,Aburamu na Loti kwamũkana
Rebeka alimwambia Yakobo ,Rebeka akĩĩra Jakubu atĩrĩ 
atakuwa adui wa kila mtu ,agaatũũra oogitaga andũ oothe 
 IKiwa yu mwana wa Mungu ,Angikoruo uri muru wa Ngai 
 Ikiwa yu mwana wa Mungu ,Angikoruo uri muru wa Ngai
alimuumba kwa mfano wake .,aamoombire mahaana taake .
maana hukuninyima mwanao ,amu ndũnangiria mũũrũguo 
 Nimeapa kwa nafsi yangu ,“ Ngwĩhĩta na niĩ mwene 
Miti iliyopinda itakatwa .,Miti iria migonyoku ni igutemwo .
Shetani akampeleka mlimani,Mucukani akimutwara kirima-ini
Wazawa wengine wa Abrahamu,Njiarwa ingĩ cia Aburahamu
Maofisa wa mfalme wa Misri,Njaama cia mũthamaki wa Misiri
akini unapaswa kuishinda .,no mũhaka ũũhoote .
Abramu akamwita Ishmaeli .,Aburamu agĩgatua Ishumaeli .
kwenda mbele kukuzungumzia,gũthiĩ na mbere gũkwarĩria .
 Mwenyezi-Mungu  tuokoe , Mwathani  tuhonokie
